Date,Employee_ID,Team,Tasks_Completed,Hours_Worked,Productivity_Score,Task_Type,Task_Priority,Overtime_Hours,Meeting_Hours
2022-06-03,E125,Team A,5,9.788298384984602,89.86,Feature Development,High,0.04,2.34
2022-06-03,E126,Team D,3,9.137999219462085,77.69,Testing,High,2.67,1.19
2022-06-03,E127,Team B,1,9.66904047856881,63.49,Code Review,High,0.92,2.54
2022-06-04,E123,Team B,1,8.146538646113614,95.47,Database Optimization,Medium,1.44,3.37
2022-06-04,E124,Team B,9,9.200285808965809,95.95,User Support,Low,2.96,2.45
2022-06-04,E125,Team D,7,7.97852785829835,75.03,Feature Development,High,2.11,2.46
2022-06-04,E126,Team A,4,9.548893493484766,71.26,Database Optimization,High,1.54,3.83
2022-06-04,E127,Team D,2,6.163789827766674,78.05,Testing,Low,2.04,0.52
2022-06-05,E123,Team D,5,7.614957294728821,88.68,Code Review,High,2.26,1.69
2022-06-05,E124,Team A,1,7.55697915455422,74.73,Code Review,Low,2.42,2.13
2022-06-05,E125,Team B,1,8.561537118314096,87.25,Code Review,High,0.39,3.65
2022-06-05,E126,Team D,9,8.481529064936101,70.96,Feature Development,Medium,1.95,3.14
2022-06-05,E127,Team B,9,6.60646780369962,76.76,Database Optimization,Medium,1.19,3.17
2022-06-06,E123,Team A,8,7.252909067584721,82.73,Feature Development,Medium,2.14,0.83
2022-06-06,E124,Team B,4,8.312672781258932,98.15,Security Patching,Medium,1.84,1.4
2022-06-06,E125,Team A,7,6.672257061932708,94.86,Documentation,Medium,0.52,2.67
2022-06-06,E126,Team A,4,6.910529992092334,90.08,Bug Fix,Low,0.66,1.42
2022-06-06,E127,Team A,4,9.853276757626537,81.76,User Support,Low,0.59,2.48
2022-06-07,E123,Team A,4,6.712379077607345,94.81,Testing,High,0.93,1.57
2022-06-07,E124,Team A,1,6.456903513407816,71.01,Bug Fix,Low,2.98,1.68
2022-06-07,E125,Team B,9,7.174983150834206,72.63,Code Review,Medium,1.68,3.27
2022-06-07,E126,Team B,9,7.393479777044211,98.07,User Support,Low,0.05,1.08
2022-06-07,E127,Team D,8,8.611501666115213,63.99,Deployment,High,2.23,2.34
2022-06-08,E123,Team D,3,6.745539073173062,90.94,Bug Fix,High,1.29,3.57
2022-06-08,E124,Team A,6,8.06514461385461,81.45,Bug Fix,Low,0.02,0.47
2022-06-08,E125,Team B,7,6.400200310490946,74.23,Code Review,Medium,1.47,0.31
2022-06-08,E126,Team B,1,7.38956491449303,84.06,Testing,Low,2.43,0.83
2022-06-08,E127,Team D,2,6.645204059691467,76.53,Feature Development,Low,2.87,1.27
2022-06-09,E123,Team D,2,8.166151318360757,74.56,Security Patching,High,2.34,1.74
2022-06-09,E124,Team D,4,8.04413705547341,78.53,System Maintenance,Medium,2.97,0.21
2022-06-09,E125,Team B,2,8.825846337306235,60.85,Deployment,Low,2.22,1.67
2022-06-09,E126,Team B,4,9.664070209676346,75.33,Feature Development,Medium,2.88,0.47
2022-06-09,E127,Team B,6,8.531858119134498,98.77,User Support,Low,1.96,0.91
2022-06-10,E123,Team B,3,7.934252529130122,65.48,Database Optimization,High,0.75,3.32
2022-06-10,E124,Team A,5,6.0102216218000635,72.01,Code Review,Low,1.16,2.83
2022-06-10,E125,Team A,1,9.747722943272324,75.31,User Support,Low,2.54,1.54
2022-06-10,E126,Team C,2,8.928513678192493,99.85,User Support,Low,1.89,1.13
2022-06-10,E127,Team D,4,9.082693602456374,93.4,Deployment,High,2.13,0.01
2022-06-11,E123,Team A,3,8.074390050096433,74.85,Bug Fix,High,0.36,3.8
2022-06-11,E124,Team A,8,9.233282061492996,85.73,User Support,Medium,2.03,0.72
2022-06-11,E125,Team C,7,8.998832261851797,81.93,System Maintenance,Medium,0.28,1.58
2022-06-11,E126,Team A,7,7.927361943215601,100.0,Code Review,Low,2.47,0.94
2022-06-11,E127,Team D,7,9.514697343620973,84.78,Testing,Medium,1.99,0.52
2022-06-12,E123,Team A,9,9.72206672468479,83.23,Feature Development,High,0.11,1.23
2022-06-12,E124,Team C,6,9.71061089129716,91.19,Testing,Low,2.87,0.07
2022-06-12,E125,Team A,9,8.253784147148739,90.53,System Maintenance,Low,1.12,2.99
2022-06-12,E126,Team A,9,7.989752512860913,94.84,Code Review,Medium,0.63,0.09
2022-06-12,E127,Team B,4,8.011464781402744,67.65,Bug Fix,Medium,0.52,2.88
2022-06-13,E123,Team B,4,7.348095930268961,66.51,Code Review,Medium,2.42,1.05
2022-06-13,E124,Team D,10,7.409975623917547,70.14,Security Patching,Low,1.66,2.2
2022-06-13,E125,Team C,2,8.823809277590357,87.42,Testing,Low,0.75,2.88
2022-06-13,E126,Team D,7,7.83400507061945,60.11,Feature Development,Medium,0.26,0.62
2022-06-13,E127,Team A,8,6.442117066754243,84.76,Database Optimization,Medium,1.93,1.51
2022-06-14,E123,Team A,10,8.240932557383648,70.33,Testing,Low,1.96,1.1
2022-06-14,E124,Team D,9,8.33664875506256,60.13,Documentation,Medium,2.52,3.41
2022-06-14,E125,Team A,1,6.532385791369473,61.14,User Support,Medium,0.97,3.5
2022-06-14,E126,Team D,5,7.852462945525938,99.64,Testing,High,1.9,1.01
2022-06-14,E127,Team C,4,9.55677480656631,64.05,Documentation,Low,1.63,1.51
2022-06-15,E123,Team A,10,8.26128631022142,82.46,Feature Development,Medium,1.41,2.03
2022-06-15,E124,Team C,9,9.899489159339783,71.68,User Support,Low,0.06,0.39
2022-06-15,E125,Team C,3,7.061936953418325,98.39,Security Patching,High,2.54,1.73
2022-06-15,E126,Team B,10,6.7631414553630815,69.01,System Maintenance,Medium,0.16,2.44
2022-06-15,E127,Team A,1,8.03038558104331,69.08,Bug Fix,Low,2.47,0.14
2022-06-16,E123,Team A,9,9.192699147660631,96.78,System Maintenance,Low,1.45,1.59
2022-06-16,E124,Team B,7,8.137114643134169,88.22,Code Review,High,1.04,3.65
2022-06-16,E125,Team B,7,8.185367740998533,92.14,User Support,Medium,1.13,3.52
2022-06-16,E126,Team A,7,6.111220407791523,66.7,Security Patching,Medium,1.54,1.53
2022-06-16,E127,Team D,4,7.354807509854936,65.03,Database Optimization,Low,0.07,0.81
2022-06-17,E123,Team A,5,9.554272346954368,60.28,Deployment,Low,2.32,0.13
2022-06-17,E124,Team C,7,7.0401507543971755,68.78,Code Review,Low,2.08,3.6
2022-06-17,E125,Team D,5,7.812465723631091,90.27,Code Review,Medium,2.47,3.81
2022-06-17,E126,Team C,2,8.140236545012096,76.75,Documentation,Low,2.55,3.78
2022-06-17,E127,Team C,4,8.153518011938683,97.65,Deployment,Medium,2.38,2.27
2022-06-18,E123,Team D,9,6.759377110961487,78.4,Bug Fix,Medium,2.54,1.33
2022-06-18,E124,Team B,10,8.015668396736409,86.7,Deployment,High,2.53,2.5
2022-06-18,E125,Team A,7,8.43552327512808,63.87,Feature Development,High,2.86,2.43
2022-06-18,E126,Team B,2,7.132551356009046,84.78,Database Optimization,High,0.61,0.36
2022-06-18,E127,Team B,3,7.11052358393108,62.12,Security Patching,Medium,0.59,1.03
2022-06-19,E123,Team B,10,9.719540758021347,79.54,Testing,Low,2.49,2.49
2022-06-19,E124,Team B,2,6.742891852434809,84.23,Documentation,Low,2.01,3.62
2022-06-19,E125,Team A,2,7.039894068710327,77.5,Security Patching,Low,1.39,1.14
2022-06-19,E126,Team C,7,9.62925029132226,90.94,Security Patching,High,0.19,0.39
2022-06-19,E127,Team C,6,7.63297376395775,67.19,Feature Development,Medium,1.75,2.39
2022-06-20,E123,Team C,8,8.231770921047247,69.36,Feature Development,High,0.64,0.76
2022-06-20,E124,Team D,2,7.85162226027292,74.33,Deployment,Low,0.49,0.21
2022-06-20,E125,Team D,10,8.828351544409557,63.45,User Support,Medium,2.02,3.66
2022-06-20,E126,Team D,6,6.260546810574768,95.52,System Maintenance,High,2.48,3.15
2022-06-20,E127,Team C,7,8.119695515641213,86.73,System Maintenance,Low,1.79,2.22
2022-06-21,E123,Team B,2,6.9536699796342045,71.13,Security Patching,Low,1.34,3.75
2022-06-21,E124,Team D,9,7.53037707108037,76.45,System Maintenance,Low,0.11,0.67
2022-06-21,E125,Team D,2,7.697175488287814,94.78,Bug Fix,High,1.44,3.12
2022-06-21,E126,Team C,10,6.916607002733112,80.83,Testing,Medium,1.72,1.44
2022-06-21,E127,Team B,5,6.118667473158923,79.55,Feature Development,Medium,2.16,0.54
2022-06-22,E123,Team A,4,7.047838358233339,87.53,Code Review,Medium,2.31,2.03
2022-06-22,E124,Team C,10,6.575453485545726,83.05,Code Review,Low,2.17,3.67
2022-06-22,E125,Team C,7,8.386426280852735,89.63,Deployment,Low,0.62,1.44
2022-06-22,E126,Team A,3,6.1940119849112385,96.07,Security Patching,Low,2.34,1.55
2022-06-22,E127,Team A,4,6.6297066331417485,84.37,Security Patching,High,2.18,2.99
2022-06-23,E123,Team A,6,6.122504808178762,94.47,Bug Fix,Low,0.11,0.45
2022-06-23,E124,Team A,1,7.095115252235317,96.95,Security Patching,High,0.49,2.52
2022-06-23,E125,Team D,5,8.406504889351279,75.85,System Maintenance,Low,0.52,1.38
2022-06-23,E126,Team A,9,8.709138279314026,61.32,Bug Fix,High,0.59,2.44
2022-06-23,E127,Team B,9,7.69890151875517,96.34,Deployment,Medium,2.3,0.79
2022-06-24,E123,Team A,8,8.966423593388562,73.61,Deployment,Medium,0.76,1.5
2022-06-24,E124,Team C,7,9.113783303284784,69.65,Code Review,Medium,2.22,3.89
2022-06-24,E125,Team C,1,7.31063999472718,94.27,Testing,High,2.03,1.33
2022-06-24,E126,Team A,4,6.164894564895352,76.24,Security Patching,Medium,0.84,3.88
2022-06-24,E127,Team A,9,8.745664123859498,85.3,Documentation,Low,1.93,2.46
2022-06-25,E123,Team B,9,7.9289267462009265,74.84,Testing,Low,2.06,3.6
2022-06-25,E124,Team C,3,9.419479114335383,85.01,User Support,Medium,0.48,1.18
2022-06-25,E125,Team A,7,7.160166564267296,61.36,Deployment,High,1.6,1.21
2022-06-25,E126,Team B,4,6.746683105344465,61.39,Testing,Medium,1.85,2.14
2022-06-25,E127,Team D,5,6.668202492203484,73.06,Deployment,Low,1.08,0.85
2022-06-26,E123,Team B,3,8.586031562764656,73.79,Code Review,Low,0.34,3.39
2022-06-26,E124,Team A,9,9.01893326065173,72.34,System Maintenance,High,1.94,0.65
2022-06-26,E125,Team B,8,8.875093496513118,76.19,Documentation,High,1.83,2.34
2022-06-26,E126,Team C,2,8.800697596732672,65.29,Testing,High,1.31,2.41
2022-06-26,E127,Team A,1,8.89782659192675,85.3,Testing,Low,2.83,2.95
2022-06-27,E123,Team A,4,8.159542310290098,98.06,Database Optimization,Low,1.01,2.48
2022-06-27,E124,Team C,5,9.989659254156777,60.94,Deployment,High,2.4,0.44
2022-06-27,E125,Team D,4,8.880124895236577,84.25,System Maintenance,High,2.79,0.04
2022-06-27,E126,Team B,9,6.327679701846695,68.42,Security Patching,Low,2.9,1.35
2022-06-27,E127,Team C,1,7.501469649847683,64.52,Security Patching,Medium,0.36,1.87
2022-06-28,E123,Team C,3,8.065253612625774,89.05,System Maintenance,Low,1.44,0.92
2022-06-28,E124,Team C,10,6.773494178020256,69.22,Security Patching,High,1.36,3.51
2022-06-28,E125,Team B,8,6.31597698198302,65.43,Feature Development,High,0.39,0.4
2022-06-28,E126,Team B,3,8.887308239041355,67.98,User Support,High,1.51,0.83
2022-06-28,E127,Team C,8,8.466624036946166,75.34,Deployment,Medium,2.64,2.2
2022-06-29,E123,Team B,6,9.36792912131274,84.31,Code Review,Medium,2.8,3.55
2022-06-29,E124,Team C,2,7.60375860614036,82.86,Code Review,Medium,0.73,1.89
2022-06-29,E125,Team B,5,9.576310871870445,60.8,Code Review,Low,0.4,3.48
2022-06-29,E126,Team C,9,7.570133233064009,69.22,System Maintenance,High,2.03,3.48
2022-06-29,E127,Team A,2,7.868728008666903,94.83,Bug Fix,Low,1.93,0.22
2022-06-30,E123,Team D,9,8.797455358122328,83.56,Bug Fix,Low,1.44,1.54
2022-06-30,E124,Team B,9,7.508438050433759,60.93,Bug Fix,Low,1.56,3.11
2022-06-30,E125,Team D,5,7.784237301010766,60.46,Testing,Low,0.81,3.5
2022-06-30,E126,Team C,7,7.901916886478649,81.85,Deployment,Medium,0.06,0.06
2022-06-30,E127,Team A,7,6.21417856034015,81.12,Security Patching,Medium,2.68,1.25
2022-07-01,E123,Team B,10,6.702653859597834,74.56,Database Optimization,Medium,0.02,1.21
2022-07-01,E124,Team B,6,6.024302185615011,68.59,Security Patching,High,0.56,1.37
2022-07-01,E125,Team C,7,7.1949853811047095,60.65,Feature Development,Medium,0.91,2.59
2022-07-01,E126,Team A,7,9.640398720669548,78.29,Feature Development,Medium,0.27,3.24
2022-07-01,E127,Team C,4,9.787212257582045,97.48,Deployment,High,0.19,0.33
2022-07-02,E123,Team D,7,8.524934064393006,67.39,User Support,High,0.51,3.5
2022-07-02,E124,Team D,1,8.438480060146098,77.74,Deployment,Low,0.14,3.63
2022-07-02,E125,Team C,4,6.386441964257028,88.68,System Maintenance,Low,0.15,0.78
2022-07-02,E126,Team A,6,6.233217406484035,71.06,Database Optimization,Medium,2.51,1.77
2022-07-02,E127,Team D,3,8.35482387413264,92.97,Feature Development,Low,2.67,2.08
2022-07-03,E123,Team D,7,7.3057649682039685,62.88,Security Patching,High,0.39,0.38
2022-07-03,E124,Team D,5,7.319716393102228,65.72,Database Optimization,High,1.26,3.72
2022-07-03,E125,Team C,7,9.777613794116357,78.98,Feature Development,Low,2.33,1.39
2022-07-03,E126,Team D,10,9.767925558303563,86.82,Feature Development,Low,1.87,3.15
2022-07-03,E127,Team A,4,7.141257457952288,69.06,Feature Development,High,1.78,3.61
2022-07-04,E123,Team C,5,7.361221524530071,64.05,Deployment,Medium,0.06,0.32
2022-07-04,E124,Team A,6,9.230459861499984,67.25,System Maintenance,Medium,0.96,3.18
2022-07-04,E125,Team B,9,8.791291756103625,79.2,Deployment,Medium,2.74,0.34
2022-07-04,E126,Team C,6,7.507912908000856,94.38,Database Optimization,Low,0.09,0.29
2022-07-04,E127,Team B,5,6.688740095479515,92.95,Documentation,Low,2.57,2.04
2022-07-05,E123,Team C,5,9.257698460328918,90.16,Documentation,Low,0.69,0.41
2022-07-05,E124,Team B,5,7.127372626547967,80.92,Database Optimization,Low,0.15,0.41
2022-07-05,E125,Team C,1,9.996818393667775,61.92,Testing,Low,2.08,2.56
2022-07-05,E126,Team D,5,8.138303487261124,77.01,User Support,High,1.31,0.02
2022-07-05,E127,Team D,1,7.375620452876101,97.43,Code Review,Medium,1.0,0.51
2022-07-06,E123,Team D,1,8.581167615028175,83.8,Database Optimization,Low,0.99,3.66
2022-07-06,E124,Team C,8,9.11059772076225,91.13,User Support,Medium,1.47,3.99
2022-07-06,E125,Team C,6,7.411170203889556,98.42,System Maintenance,Medium,0.04,0.9
2022-07-06,E126,Team B,7,7.207158552561031,99.64,User Support,High,1.95,3.56
2022-07-06,E127,Team A,6,6.762687088157793,83.73,Testing,High,0.89,3.91
2022-07-07,E123,Team A,6,8.783041381469655,84.54,Deployment,High,2.31,0.22
2022-07-07,E124,Team C,2,8.452771140467403,60.61,Bug Fix,High,1.25,0.98
2022-07-07,E125,Team A,8,6.544396863999845,87.39,System Maintenance,High,0.45,1.09
2022-07-07,E126,Team B,7,7.565772622531382,66.68,Database Optimization,Low,2.37,2.86
2022-07-07,E127,Team C,7,7.270541007097455,92.9,Security Patching,Medium,1.35,3.72
2022-07-08,E123,Team B,4,6.060271041181966,76.49,Code Review,High,0.42,2.47
2022-07-08,E124,Team D,9,6.0686819734614215,70.52,Testing,Low,2.68,1.0
2022-07-08,E125,Team A,5,8.40915881186288,67.38,Database Optimization,Low,0.76,2.66
2022-07-08,E126,Team B,6,6.692287738620074,71.16,Documentation,Medium,1.58,2.86
2022-07-08,E127,Team D,5,7.828254371255227,89.07,Database Optimization,High,0.14,3.86
2022-07-09,E123,Team A,8,9.126941266211388,96.69,Database Optimization,High,0.66,1.6
2022-07-09,E124,Team B,8,8.328758218368751,77.57,Feature Development,Medium,0.77,1.54
2022-07-09,E125,Team C,8,8.180089101167063,66.28,User Support,Medium,1.88,1.97
2022-07-09,E126,Team D,9,8.094596442114224,81.92,Deployment,Low,0.01,2.59
2022-07-09,E127,Team C,4,6.603809623754809,79.52,Database Optimization,Low,2.05,3.13
2022-07-10,E123,Team D,4,9.94905178850026,82.17,Deployment,Low,0.87,3.99
2022-07-10,E124,Team B,10,8.884023002718855,92.48,Documentation,High,0.28,3.0
2022-07-10,E125,Team A,7,8.9630398835281,89.68,Documentation,High,1.58,1.94
2022-07-10,E126,Team A,10,6.197304203983702,68.33,Deployment,Medium,1.92,1.75
2022-07-10,E127,Team B,1,8.223365311114085,95.86,Database Optimization,Low,1.56,3.98
2022-07-11,E123,Team C,6,7.465763493839031,95.26,Bug Fix,High,0.8,1.75
2022-07-11,E124,Team A,4,9.506375176369565,64.09,System Maintenance,Low,0.9,0.22
2022-07-11,E125,Team A,8,9.065484034916679,81.52,System Maintenance,High,0.13,1.39
2022-07-11,E126,Team D,2,7.392431459372778,93.67,Documentation,Medium,1.82,1.29
2022-07-11,E127,Team C,2,8.002718994459723,96.48,System Maintenance,Medium,1.74,0.48
2022-07-12,E123,Team D,7,9.031443365536141,62.46,Testing,High,0.84,3.59
2022-07-12,E124,Team B,1,8.78592831467526,91.78,User Support,Low,0.08,1.5
2022-07-12,E125,Team D,8,8.409379858110512,91.77,Documentation,Low,2.65,2.09
2022-07-12,E126,Team B,5,7.66012716184896,97.71,Code Review,High,2.22,0.42
2022-07-12,E127,Team B,5,7.0603978312633515,97.84,System Maintenance,Medium,2.9,3.03
2022-07-13,E123,Team B,9,9.248405837200472,90.41,Testing,High,0.62,1.15
2022-07-13,E124,Team D,2,9.76532290183235,70.9,System Maintenance,High,1.1,2.87
2022-07-13,E125,Team D,9,8.42286323125235,71.33,Testing,Medium,0.04,2.27
2022-07-13,E126,Team D,8,7.90612393478964,72.0,Database Optimization,Low,0.02,3.96
2022-07-13,E127,Team C,7,9.752292491061965,92.0,Documentation,Low,2.21,1.52
2022-07-14,E123,Team B,4,7.820853548221551,77.37,System Maintenance,Low,2.88,3.13
2022-07-14,E124,Team C,1,9.76013736146628,80.42,Deployment,High,2.74,2.87
2022-07-14,E125,Team B,9,9.545715173771068,92.79,System Maintenance,Low,0.52,0.39
2022-07-14,E126,Team A,1,7.2102499847402495,72.0,Code Review,Low,0.79,1.52
2022-07-14,E127,Team C,6,7.045746760832666,69.97,Bug Fix,Low,0.74,2.67
2022-07-15,E123,Team D,6,7.313807247163661,93.92,Bug Fix,Medium,2.14,0.65
2022-07-15,E124,Team A,8,7.805079261592564,77.13,Code Review,Low,0.22,3.42
2022-07-15,E125,Team D,8,6.6388534723636194,65.98,Deployment,High,2.41,2.95
2022-07-15,E126,Team A,5,9.42115525906416,81.82,Documentation,High,1.95,0.3
2022-07-15,E127,Team D,9,6.906741993953778,79.7,Code Review,Medium,2.03,0.91
2022-07-16,E123,Team C,4,6.026858969764096,91.84,Documentation,High,2.94,3.74
2022-07-16,E124,Team C,10,8.97060760387986,91.5,Testing,Low,1.28,1.78
2022-07-16,E125,Team B,7,7.701662474990719,74.55,Security Patching,High,1.47,2.29
2022-07-16,E126,Team B,4,6.067174154106811,94.25,Documentation,Low,1.6,1.82
2022-07-16,E127,Team A,7,7.3718158336313095,62.38,Bug Fix,High,2.58,1.79
2022-07-17,E123,Team C,5,7.009860372254398,69.7,System Maintenance,High,1.27,3.06
2022-07-17,E124,Team A,1,8.262197901932618,76.67,System Maintenance,Medium,0.36,1.55
2022-07-17,E125,Team D,8,7.311397282148636,61.96,Documentation,Medium,2.77,2.86
2022-07-17,E126,Team A,4,6.391429819121602,81.96,Security Patching,High,2.33,3.17
2022-07-17,E127,Team C,4,7.903664982777091,93.81,System Maintenance,Low,0.88,3.01
2022-07-18,E123,Team B,9,6.692770140164212,86.96,Database Optimization,Medium,2.76,2.1
2022-07-18,E124,Team D,1,6.889981442474071,60.27,Database Optimization,Medium,0.66,1.87
2022-07-18,E125,Team B,10,7.593176508091978,71.53,Feature Development,Low,0.68,3.02
2022-07-18,E126,Team B,6,6.760357992321273,88.88,User Support,Low,2.42,3.49
2022-07-18,E127,Team A,9,6.958683952636157,60.76,Bug Fix,Low,1.03,2.53
2022-07-19,E123,Team D,8,7.672279028917719,63.84,Testing,Medium,2.38,1.64
2022-07-19,E124,Team A,2,6.437753686083392,90.4,Security Patching,Low,0.13,1.85
2022-07-19,E125,Team B,10,6.326109445510916,93.03,Testing,Low,1.85,1.34
2022-07-19,E126,Team B,5,7.653330930888334,79.95,Documentation,Low,1.52,3.98
2022-07-19,E127,Team B,5,9.391475489148593,73.66,Testing,High,2.0,0.07
2022-07-20,E123,Team B,10,7.146584318913991,66.67,Testing,Medium,0.06,1.23
2022-07-20,E124,Team A,1,8.716307428968475,84.98,User Support,Low,0.32,3.43
2022-07-20,E125,Team C,9,6.6582875168837035,66.66,Security Patching,Medium,2.69,1.32
2022-07-20,E126,Team D,10,7.357402605293014,94.44,Database Optimization,Low,1.98,1.94
2022-07-20,E127,Team B,4,6.769976320170473,90.55,Code Review,Low,0.69,2.28
2022-07-21,E123,Team B,8,7.969656643466987,96.22,Code Review,Medium,2.04,0.41
2022-07-21,E124,Team A,7,8.165118138976984,93.78,Feature Development,Medium,2.06,0.84
2022-07-21,E125,Team A,1,9.930030786321229,60.38,Database Optimization,Medium,0.48,2.42
2022-07-21,E126,Team A,8,8.196103577441678,78.84,Code Review,High,1.27,2.67
2022-07-21,E127,Team D,2,6.463313848612388,86.66,Database Optimization,High,1.96,3.94
2022-07-22,E123,Team D,3,8.493417697806711,95.99,System Maintenance,High,0.56,0.57
2022-07-22,E124,Team D,3,6.0633130883243584,68.29,Feature Development,Low,1.73,3.74
2022-07-22,E125,Team B,5,8.487144270869432,70.96,User Support,Low,0.5,2.18
2022-07-22,E126,Team A,7,6.548611382910577,74.46,System Maintenance,High,2.93,0.27
2022-07-22,E127,Team A,2,9.468672860050162,85.52,User Support,Low,1.43,0.33
2022-07-23,E123,Team D,2,9.406273554006177,98.16,Security Patching,Medium,1.96,3.89
2022-07-23,E124,Team B,2,7.140352488650867,70.21,Testing,Medium,1.46,0.7
2022-07-23,E125,Team B,8,9.756264087551314,61.07,Documentation,High,1.65,3.63
2022-07-23,E126,Team A,4,9.088641240936768,89.01,Documentation,High,1.72,3.92
2022-07-23,E127,Team D,8,6.910414124972636,79.23,Feature Development,Low,0.07,0.74
2022-07-24,E123,Team D,8,8.992603844432892,68.45,Database Optimization,Low,2.62,0.6
2022-07-24,E124,Team D,1,6.500743331404834,93.43,Feature Development,Medium,2.61,3.32
2022-07-24,E125,Team C,3,7.961197982361295,77.04,Code Review,Medium,0.38,0.35
2022-07-24,E126,Team B,5,9.747456732358605,83.48,Testing,Medium,2.14,3.7
2022-07-24,E127,Team B,9,7.77180083829667,95.29,System Maintenance,Medium,1.84,0.19
2022-07-25,E123,Team C,9,8.372451508770107,90.49,Testing,Medium,2.75,3.21
2022-07-25,E124,Team C,9,9.197885329290202,94.54,User Support,High,0.11,3.99
2022-07-25,E125,Team A,3,7.974472911742572,95.15,User Support,High,1.69,2.85
2022-07-25,E126,Team C,4,7.211889256590133,60.89,Testing,Medium,0.31,3.15
2022-07-25,E127,Team B,7,8.049782979488096,65.87,User Support,Low,1.0,2.13
2022-07-26,E123,Team C,4,9.435599455266363,65.82,Documentation,High,0.0,0.38
2022-07-26,E124,Team B,3,9.467322910341057,79.84,Feature Development,Medium,0.15,0.96
2022-07-26,E125,Team D,10,6.8446954858914815,95.16,Deployment,Medium,0.79,0.39
2022-07-26,E126,Team C,1,8.388735999161128,91.06,System Maintenance,Low,1.05,1.01
2022-07-26,E127,Team C,7,8.230920095223695,98.49,Bug Fix,Low,1.31,2.8
2022-07-27,E123,Team B,6,8.836056228756059,63.69,Code Review,High,0.34,2.39
2022-07-27,E124,Team D,9,8.803261822715257,85.97,Security Patching,Low,0.31,3.49
2022-07-27,E125,Team C,4,6.940995886020114,69.32,System Maintenance,High,1.36,1.27
2022-07-27,E126,Team B,1,7.3067769792873625,92.07,Bug Fix,Medium,1.45,3.23
2022-07-27,E127,Team B,2,9.767974747678666,74.44,Documentation,Low,2.48,2.83
2022-07-28,E123,Team D,4,7.214289878393506,80.54,Security Patching,Medium,0.96,3.13
2022-07-28,E124,Team C,7,8.372818283515668,78.42,User Support,Low,2.58,0.69
2022-07-28,E125,Team C,10,9.349164699079939,78.17,Bug Fix,Low,2.92,2.13
2022-07-28,E126,Team D,7,9.348193671997745,80.59,Deployment,Medium,2.64,2.7
2022-07-28,E127,Team C,3,9.673271433954394,64.82,Code Review,Medium,2.7,2.1
2022-07-29,E123,Team C,3,7.862895044352626,99.81,Code Review,Low,0.8,3.65
2022-07-29,E124,Team D,5,8.363816535841003,79.94,Testing,Low,0.61,3.99
2022-07-29,E125,Team A,6,6.984214487299691,63.37,Bug Fix,High,1.21,2.44
2022-07-29,E126,Team C,1,7.071280671819232,89.3,Code Review,Medium,0.66,1.93
2022-07-29,E127,Team D,10,8.93146699190411,74.83,Bug Fix,Medium,2.31,1.22
2022-07-30,E123,Team D,8,6.869416467470899,87.47,User Support,Medium,1.6,2.57
2022-07-30,E124,Team D,3,7.172054416344192,60.18,Documentation,Medium,1.71,2.3
2022-07-30,E125,Team A,4,8.446867971582323,82.65,User Support,Medium,0.15,0.88
2022-07-30,E126,Team B,3,9.646411716714182,93.16,System Maintenance,Low,1.9,2.44
2022-07-30,E127,Team D,10,7.074783038543215,62.3,System Maintenance,Medium,2.86,3.74
2022-07-31,E123,Team B,3,7.742510527791308,79.78,Testing,High,1.68,3.9
2022-07-31,E124,Team D,2,7.813548063348981,65.58,System Maintenance,Low,1.41,1.75
2022-07-31,E125,Team C,7,9.28837866301005,62.08,Bug Fix,Medium,1.19,0.8
2022-07-31,E126,Team B,10,6.351760046124562,61.58,System Maintenance,Low,0.81,1.19
2022-07-31,E127,Team D,2,9.427215158461888,71.67,Deployment,Medium,0.73,3.14
2022-08-01,E123,Team A,2,9.017878201153502,90.45,Deployment,High,0.89,2.97
2022-08-01,E124,Team D,8,9.783998681822514,86.46,Documentation,Medium,1.11,0.38
2022-08-01,E125,Team D,1,7.400554629095087,63.47,Testing,High,1.29,2.67
2022-08-01,E126,Team A,1,8.363834042347744,88.58,System Maintenance,Medium,2.0,2.66
2022-08-01,E127,Team B,2,6.826405399928273,94.62,Documentation,Low,0.58,2.52
2022-08-02,E123,Team B,6,6.103046781044152,67.62,Deployment,Medium,0.09,1.23
2022-08-02,E124,Team B,3,8.767458975212339,70.48,Testing,Low,2.6,1.84
2022-08-02,E125,Team A,1,9.923532844371035,88.72,Documentation,Medium,1.83,3.23
2022-08-02,E126,Team A,1,9.761719663584353,61.75,Testing,High,0.91,2.25
2022-08-02,E127,Team B,9,8.024411300596721,66.44,Testing,Low,0.23,2.21
2022-08-03,E123,Team C,6,8.079854704058965,89.11,Database Optimization,High,0.94,3.79
2022-08-03,E124,Team B,10,6.564952312047758,95.6,System Maintenance,Low,1.38,2.29
2022-08-03,E125,Team C,8,9.582307445983016,84.07,System Maintenance,High,2.02,0.44
2022-08-03,E126,Team C,6,6.205975141095913,72.73,User Support,Low,2.8,3.61
2022-08-03,E127,Team C,9,7.440430569122803,68.55,Documentation,High,2.01,2.53
2022-08-04,E123,Team D,1,7.559055834753925,91.0,System Maintenance,Low,0.96,0.19
2022-08-04,E124,Team B,4,8.43082710090193,70.89,Deployment,Medium,2.13,0.26
2022-08-04,E125,Team B,3,8.862872616721852,98.27,Testing,Medium,0.15,1.59
